PRIMARY_KEY,emp_type
2269,"EMP1.6"
2270,"EMP2.1"
2272,"EMP1.5"
2277,"EMP1.6"
2290,"EMP2.2"
2292,"EMP1.6"
2293,"EMP1.6"
2299,"EMP1.6"
2303,"EMP1.6"
2305,"EMP1.6"
2306,"EMP2.1"
2308,"EMP1.6"
2317,"EMP1.6"
2318,"EMP1.6"
2321,"EMP1.6"
2322,"EMP2.2"
2329,"EMP1.6"
2332,"EMP1.6"
2334,"EMP2.1"
2336,"EMP1.6"
2340,"EMP1.6"
2342,"EMP2.1"
2344,"EMP1.6"
2347,"EMP1.6"
2348,"EMP1.6"
2358,"EMP1.6"
2359,"EMP1.6"
2361,"EMP1.6"
2367,"EMP1.6"
2369,"EMP1.6"
2371,"EMP1.6"
2372,"EMP1.6"
2376,"EMP1.6"
2377,"EMP1.2"
2378,"EMP1.2"
2380,"EMP1.6"
2384,"EMP1.6"
2394,"EMP1.6"
2396,"EMP1.6"
2398,"EMP1.6"
2400,"EMP1.6"
2405,"EMP1.6"
2406,"EMP1.6"
2411,"EMP1.6"
2416,"EMP1.6"
2419,"EMP2.1"
2420,"EMP1.6"
2423,"EMP1.6"
2425,"EMP2.2"
2426,"EMP1.6"
2427,"EMP1.6"
2432,"EMP1.6"
2435,"EMP1.6"
2444,"EMP1.6"
2449,"EMP1.6"
2451,"EMP1.6"
2460,"EMP1.6"
2463,"EMP1.6"
2464,"EMP1.6"
2466,"EMP1.6"
2470,"EMP1.6"
2472,"EMP2.1"
2473,"EMP1.6"
2476,"EMP1.6"
2479,"EMP1.6"
2481,"EMP1.6"
2501,"EMP1.6"
2505,"EMP1.6"
2506,"EMP1.6"
2510,"EMP1.6"
2514,"EMP1.6"
2519,"EMP1.6"
2522,"EMP1.6"
2526,"EMP1.2"
2528,"EMP1.6"
2542,"EMP2.1"
2551,"EMP1.6"
2553,"EMP2.1"
2555,"EMP2.2"
2557,"EMP2.2"
2558,"EMP2.2"
2561,"EMP1.6"
2566,"EMP1.6"
2567,"EMP1.6"
2576,"EMP1.5"
2584,"EMP1.6"
2586,"EMP1.6"
2593,"EMP1.6"
2595,"EMP1.5"
2596,"EMP2.1"
2601,"EMP1.5"
2603,"EMP1.6"
2608,"EMP1.6"
2612,"EMP1.6"
2614,"EMP1.6"
2623,"EMP1.6"
2625,"EMP1.6"
2630,"EMP2.1"
2631,"EMP1.6"
2633,"EMP1.6"
2641,"EMP1.6"
2646,"EMP2.2"
2654,"EMP1.6"
2657,"EMP1.6"
2668,"EMP1.6"
2674,"EMP1.6"
2675,"EMP1.6"
2676,"EMP2.1"
2677,"EMP1.6"
2679,"EMP2.3"
2680,"EMP1.6"
2681,"EMP2.1"
2685,"EMP1.6"
2694,"EMP1.6"
2697,"EMP2.1"
2699,"EMP2.1"
2707,"EMP1.6"
2710,"EMP1.6"
2713,"EMP1.2"
2715,"EMP1.6"
2716,"EMP1.5"
2720,"EMP1.6"
2726,"EMP1.6"
2738,"EMP1.5"
2744,"EMP1.6"
2745,"EMP1.6"
2750,"EMP1.5"
2757,"EMP1.6"
2768,"EMP1.6"
2772,"EMP1.6"
2773,"EMP1.6"
2775,"EMP1.5"
2785,"EMP1.6"
2789,"EMP1.6"
2792,"EMP1.6"
2800,"EMP1.6"
2823,"EMP1.6"
2832,"EMP1.6"
2834,"EMP1.2"
2836,"EMP1.6"
2839,"EMP1.5"
2840,"EMP1.5"
2841,"EMP1.6"
2861,"EMP1.6"
2865,"EMP1.6"
2866,"EMP1.6"
2867,"EMP1.5"
2869,"EMP1.4"
2870,"EMP1.2"
2876,"EMP1.6"
2878,"EMP1.6"
2881,"EMP1.6"
2891,"EMP1.6"
2893,"EMP1.5"
2901,"EMP1.6"
2903,"EMP1.5"
2912,"EMP1.6"
2915,"EMP1.6"
2922,"EMP1.6"
2924,"EMP1.6"
2928,"EMP1.6"
2930,"EMP1.6"
2943,"EMP1.6"
2944,"EMP1.6"
2947,"EMP1.6"
2951,"EMP1.6"
2966,"EMP1.6"
2967,"EMP1.6"
2970,"EMP2.1"
2972,"EMP1.5"
2976,"EMP1.6"
2978,"EMP1.5"
2979,"EMP1.6"
2981,"EMP1.6"
2985,"EMP1.6"
2990,"EMP1.2"
2993,"EMP1.6"
2997,"EMP1.5"
3004,"EMP2.1"
3005,"EMP1.6"
3007,"EMP1.5"
3008,"EMP1.6"
3010,"EMP1.6"
3014,"EMP1.6"
3018,"EMP1.6"
3024,"EMP1.5"
3027,"EMP1.6"
3031,"EMP1.6"
3035,"EMP2.2"
3040,"EMP1.6"
3043,"EMP1.3"
3051,"EMP1.6"
3057,"EMP1.6"
3061,"EMP1.6"
3065,"EMP1.5"
3070,"EMP1.6"
3079,"EMP1.6"
3086,"EMP1.6"
3088,"EMP1.6"
3090,"EMP2.1"
3093,"EMP1.6"
3095,"EMP1.6"
3101,"EMP1.5"
3103,"EMP1.6"
3108,"EMP1.6"
3110,"EMP1.6"
3112,"EMP2.1"
3120,"EMP1.6"
3128,"EMP1.6"
3129,"EMP1.6"
3131,"EMP1.6"
3135,"EMP1.6"
3145,"EMP1.6"
3153,"EMP1.6"
3155,"EMP1.6"
3162,"EMP1.6"
3165,"EMP1.6"
3166,"EMP1.6"
3173,"EMP2.1"
3175,"EMP1.6"
3179,"EMP1.6"
3196,"EMP2.2"
3199,"EMP2.2"
3200,"EMP2.2"
3204,"EMP1.6"
3206,"EMP1.6"
3208,"EMP1.6"
3212,"EMP1.6"
3216,"EMP1.6"
3221,"EMP1.6"
3222,"EMP1.1"
3223,"EMP1.6"
3226,"EMP1.5"
3227,"EMP1.6"
3228,"EMP1.6"
3230,"EMP1.6"
3231,"EMP1.6"
3239,"EMP2.2"
3243,"EMP1.6"
3246,"EMP1.1"
3248,"EMP1.6"
3253,"EMP1.6"
3258,"EMP1.6"
3262,"EMP1.5"
3266,"EMP1.6"
3267,"EMP2.1"
3280,"EMP1.6"
3289,"EMP1.6"
3298,"EMP1.6"
3300,"EMP1.6"
3301,"EMP1.6"
3304,"EMP1.6"
3310,"EMP1.6"
3317,"EMP1.6"
3319,"EMP1.6"
3329,"EMP1.6"
3338,"EMP1.6"
3340,"EMP2.2"
3350,"EMP1.6"
3354,"EMP1.6"
3359,"EMP1.6"
3360,"EMP2.2"
3372,"EMP1.6"
3375,"EMP1.6"
3376,"EMP1.6"
3378,"EMP1.6"
3388,"EMP1.6"
3389,"EMP1.6"
3390,"EMP1.6"
3401,"EMP1.6"
3407,"EMP2.1"
3413,"EMP1.6"
3416,"EMP1.6"
3417,"EMP1.6"
3430,"EMP1.6"
3432,"EMP1.5"
3445,"EMP1.5"
3448,"EMP1.6"
3456,"EMP2.1"
3467,"EMP1.6"
3469,"EMP1.6"
3471,"EMP1.6"
3475,"EMP2.2"
3481,"EMP1.6"
3484,"EMP1.6"
3492,"EMP1.6"
3501,"EMP1.5"
3504,"EMP1.6"
3505,"EMP1.6"
3506,"EMP2.1"
3510,"EMP1.6"
3511,"EMP1.6"
3513,"EMP1.6"
3517,"EMP1.6"
3522,"EMP1.6"
3524,"EMP1.6"
3526,"EMP1.6"
3533,"EMP1.6"
3535,"EMP1.6"
3538,"EMP1.6"
3540,"EMP1.6"
3547,"EMP1.6"
3552,"EMP1.6"
3553,"EMP1.6"
3555,"EMP1.6"
3556,"EMP2.2"
3559,"EMP1.6"
3561,"EMP1.6"
3563,"EMP1.6"
3567,"EMP1.6"
3573,"EMP1.5"
3574,"EMP1.6"
3576,"EMP1.6"
3584,"EMP1.6"
3588,"EMP2.1"
3599,"EMP1.6"
3606,"EMP1.6"
3617,"EMP1.6"
3624,"EMP1.6"
3626,"EMP1.6"
3627,"EMP1.6"
3632,"EMP1.6"
3640,"EMP1.2"
3645,"EMP1.6"
3648,"EMP1.1"
3659,"EMP1.5"
3662,"EMP1.1"
3669,"EMP1.6"
3674,"EMP1.5"
3675,"EMP1.6"
3681,"EMP1.6"
3684,"EMP1.6"
3691,"EMP1.6"
3692,"EMP1.6"
3696,"EMP1.6"
3698,"EMP2.1"
3703,"EMP1.6"
3707,"EMP2.1"
3708,"EMP1.6"
3715,"EMP1.6"
3716,"EMP1.6"
3720,"EMP1.6"
3721,"EMP2.2"
3725,"EMP1.6"
3734,"EMP1.6"
3741,"EMP1.6"
3742,"EMP1.6"
3746,"EMP1.5"
3753,"EMP1.6"
3760,"EMP1.6"
3761,"EMP1.6"
3762,"EMP2.2"
3764,"EMP1.5"
3768,"EMP2.1"
3769,"EMP2.2"
3774,"EMP1.6"
3777,"EMP1.6"
3781,"EMP1.3"
3782,"EMP1.6"
3784,"EMP1.6"
3787,"EMP1.5"
3791,"EMP1.6"
3792,"EMP1.6"
3796,"EMP1.5"
3802,"EMP1.5"
3803,"EMP1.6"
3813,"EMP1.6"
3815,"EMP1.6"
3816,"EMP1.6"
3820,"EMP1.6"
3821,"EMP1.6"
3824,"EMP1.6"
3827,"EMP1.6"
3835,"EMP1.5"
3839,"EMP1.6"
3857,"EMP1.1"
3868,"EMP1.6"
3870,"EMP1.6"
3871,"EMP1.6"
3898,"EMP1.5"
3899,"EMP1.6"
3903,"EMP2.1"
3906,"EMP2.1"
3910,"EMP1.1"
3913,"EMP2.1"
3915,"EMP1.5"
3917,"EMP1.6"
3920,"EMP1.6"
3922,"EMP2.1"
3926,"EMP1.6"
3928,"EMP1.6"
3932,"EMP2.1"
3939,"EMP1.5"
3948,"EMP1.6"
3964,"EMP1.6"
3967,"EMP1.4"
3969,"EMP1.5"
3977,"EMP1.6"
3978,"EMP1.6"
3980,"EMP2.2"
3986,"EMP1.5"
3991,"EMP1.6"
3997,"EMP2.1"
3999,"EMP1.6"
4001,"EMP1.6"
4010,"EMP1.6"
4016,"EMP1.5"
4017,"EMP1.6"
4020,"EMP2.1"
4028,"EMP2.2"
4035,"EMP1.6"
4036,"EMP1.6"
4037,"EMP1.6"
4039,"EMP1.6"
4042,"EMP2.1"
4044,"EMP1.6"
4049,"EMP1.6"
4052,"EMP1.6"
4056,"EMP1.6"
4062,"EMP1.6"
4064,"EMP1.6"
4077,"EMP1.6"
4080,"EMP1.6"
4085,"EMP1.6"
4086,"EMP1.6"
4092,"EMP1.6"
4101,"EMP1.6"
4105,"EMP1.6"
4106,"EMP2.1"
4107,"EMP1.5"
4108,"EMP1.5"
4110,"EMP1.6"
4111,"EMP2.2"
4114,"EMP1.6"
4118,"EMP1.6"
4120,"EMP1.6"
4122,"EMP1.6"
4124,"EMP1.6"
4126,"EMP1.6"
4129,"EMP1.6"
4130,"EMP1.6"
4141,"EMP1.6"
4146,"EMP1.6"
4149,"EMP1.6"
4151,"EMP2.1"
4154,"EMP1.6"
4156,"EMP1.6"
4157,"EMP1.6"
4159,"EMP1.6"
4167,"EMP1.6"
4168,"EMP1.4"
4171,"EMP2.2"
4174,"EMP1.6"
4180,"EMP1.6"
4181,"EMP1.5"
4187,"EMP1.6"
4191,"EMP1.6"
4196,"EMP2.1"
4197,"EMP2.1"
4198,"EMP1.5"
4201,"EMP1.6"
4202,"EMP2.2"
4206,"EMP1.4"
4207,"EMP1.6"
4210,"EMP1.5"
4221,"EMP1.6"
4226,"EMP1.6"
4231,"EMP2.1"
4235,"EMP1.6"
4253,"EMP1.6"
4260,"EMP1.5"
4261,"EMP1.6"
4266,"EMP1.6"
4267,"EMP1.6"
4272,"EMP2.2"
4273,"EMP1.6"
4279,"EMP1.6"
4284,"EMP1.6"
4285,"EMP1.6"
4292,"EMP1.6"
4293,"EMP1.6"
4303,"EMP1.6"
4304,"EMP1.6"
4307,"EMP1.6"
4316,"EMP1.2"
4319,"EMP1.6"
4322,"EMP1.5"
4323,"EMP2.1"
4326,"EMP1.6"
4328,"EMP1.6"
4336,"EMP1.5"
4337,"EMP1.6"
4343,"EMP1.6"
4346,"EMP1.6"
4350,"EMP1.6"
4359,"EMP1.5"
4360,"EMP1.6"
4366,"EMP1.6"
4374,"EMP1.5"
4380,"EMP1.6"
4381,"EMP1.6"
4387,"EMP1.6"
4399,"EMP1.2"
4409,"EMP1.6"
4410,"EMP1.6"
4423,"EMP1.6"
4425,"EMP1.5"
4426,"EMP1.6"
4427,"EMP1.6"
4435,"EMP1.6"
4436,"EMP1.6"
4437,"EMP1.6"
4440,"EMP1.6"
4441,"EMP1.6"
4445,"EMP1.6"
4449,"EMP1.6"
4452,"EMP1.5"
4456,"EMP2.2"
4459,"EMP1.6"
4473,"EMP1.6"
4474,"EMP2.2"
4478,"EMP2.2"
4480,"EMP2.1"
4484,"EMP2.1"
4490,"EMP2.1"
4492,"EMP1.6"
4495,"EMP1.6"
4496,"EMP2.1"
4498,"EMP1.6"
4504,"EMP1.6"
4508,"EMP1.6"
4509,"EMP1.6"
4517,"EMP1.6"
4519,"EMP1.6"
4524,"EMP1.6"
4530,"EMP1.6"
4532,"EMP1.6"
4536,"EMP1.6"
4537,"EMP1.6"
4540,"EMP1.6"
4541,"EMP1.6"
4542,"EMP2.1"
4558,"EMP1.6"
4563,"EMP1.6"
4572,"EMP1.6"
4573,"EMP1.6"
4578,"EMP1.6"
4589,"EMP1.6"
4596,"EMP2.1"
4604,"EMP1.6"
4618,"EMP1.6"
4621,"EMP1.6"
4627,"EMP2.1"
4628,"EMP1.1"
4629,"EMP1.6"
4630,"EMP1.6"
4631,"EMP1.6"
4634,"EMP1.6"
4638,"EMP1.6"
4652,"EMP1.6"
4657,"EMP1.1"
4662,"EMP1.6"
4667,"EMP1.5"
4672,"EMP1.6"
4694,"EMP1.6"
4697,"EMP1.6"
4699,"EMP1.6"
4700,"EMP1.6"
4704,"EMP1.6"
4705,"EMP1.5"
4706,"EMP1.6"
4708,"EMP1.5"
4711,"EMP1.6"
4712,"EMP1.6"
4719,"EMP1.6"
4721,"EMP1.6"
4724,"EMP1.6"
4725,"EMP1.6"
4730,"EMP1.6"
4732,"EMP1.6"
4733,"EMP1.6"
4736,"EMP1.6"
4741,"EMP2.1"
4755,"EMP1.6"
4761,"EMP1.6"
4762,"EMP1.6"
4764,"EMP1.6"
4770,"EMP1.6"
4773,"EMP1.6"
4775,"EMP1.6"
4778,"EMP1.6"
4779,"EMP1.2"
4785,"EMP1.6"
4809,"EMP1.6"
4811,"EMP2.2"
4818,"EMP1.6"
4819,"EMP1.6"
4829,"EMP1.6"
4830,"EMP1.6"
4833,"EMP1.6"
4835,"EMP1.5"
4840,"EMP1.6"
4847,"EMP1.6"
4848,"EMP1.6"
4849,"EMP1.6"
4852,"EMP1.6"
4853,"EMP1.6"
4854,"EMP1.6"
4856,"EMP1.6"
4857,"EMP1.6"
4863,"EMP2.2"
4864,"EMP1.6"
4868,"EMP1.6"
4869,"EMP1.6"
4870,"EMP1.6"
4876,"EMP1.6"
4894,"EMP1.6"
4896,"EMP2.2"
4898,"EMP1.6"
4917,"EMP1.6"
4923,"EMP1.6"
4926,"EMP1.5"
4929,"EMP1.6"
4930,"EMP1.6"
4933,"EMP1.6"
4935,"EMP1.3"
4939,"EMP1.6"
4940,"EMP1.5"
4942,"EMP1.6"
4943,"EMP1.6"
4947,"EMP1.6"
4951,"EMP1.6"
4955,"EMP1.6"
4956,"EMP1.6"
4957,"EMP1.6"
4973,"EMP1.5"
4975,"EMP2.2"
4982,"EMP1.6"
4994,"EMP1.6"
4995,"EMP1.6"
4997,"EMP2.2"
5006,"EMP1.5"
5007,"EMP1.5"
5009,"EMP1.6"
